probe,cluster,cluster_name,start_step,end_step,duration_steps,centroid_x,centroid_y,centroid_z,rep_frame_pdb
5,3,Pocket_3,4591,4593,3,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,4,Pocket_4,4595,4664,70,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,3,Pocket_3,4666,4668,3,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,4,Pocket_4,4670,4677,8,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,3,Pocket_3,4679,4685,7,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,4,Pocket_4,4692,4700,9,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,3,Pocket_3,4702,4709,8,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,4,Pocket_4,4711,4715,5,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,3,Pocket_3,4734,4736,3,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,5,Pocket_5,4740,4767,28,3.419786838709678,-1.8474942258064513,-2.111255612903226,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster5_repframe_4749.pdb
5,6,Pocket_6,4771,4773,3,3.4183296666666663,7.601059666666667,-2.227250666666667,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster6_repframe_4769.pdb
5,2,Pocket_2,4775,4834,60,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,2,Pocket_2,4838,4936,99,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,2,Pocket_2,4941,4946,6,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,2,Pocket_2,4948,4967,20,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,7,Pocket_7,4969,4979,11,4.473512722222223,-1.7576175555555558,7.708032944444445,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster7_repframe_4979.pdb
